
Epoch 1:
features.0.0.weight: max=0.441912, mean=0.080115
classifier.weight: max=0.208102, mean=0.042834
classifier.bias: max=0.112123, mean=0.031992

Epoch 9:
features.0.0.weight: max=0.591727, mean=0.086379
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.194458, mean=0.042564
features.0.1.bias: max=0.088468, mean=0.027828
features.1.0.weight: max=0.036457, mean=0.004582
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.064481, mean=0.022773
features.1.1.bias: max=0.063705, mean=0.023283
classifier.weight: max=0.097662, mean=0.033815
classifier.bias: max=0.057364, mean=0.029830

Epoch 10:
features.0.0.weight: max=0.432722, mean=0.091039
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.204102, mean=0.046016
features.0.1.bias: max=0.123347, mean=0.034724
features.1.0.weight: max=0.044365, mean=0.005096
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.072550, mean=0.023149
features.1.1.bias: max=0.062123, mean=0.022632
classifier.weight: max=0.106385, mean=0.034589
classifier.bias: max=0.053154, mean=0.027983

Epoch 11:
features.0.0.weight: max=0.616191, mean=0.102443
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.171709, mean=0.045281
features.0.1.bias: max=0.112322, mean=0.031314
features.1.0.weight: max=0.041924, mean=0.004747
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.060809, mean=0.016816
features.1.1.bias: max=0.076483, mean=0.019627
classifier.weight: max=0.094790, mean=0.029611
classifier.bias: max=0.036246, mean=0.025310

Epoch 12:
features.0.0.weight: max=0.414331, mean=0.088704
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.129478, mean=0.028247
features.0.1.bias: max=0.078861, mean=0.024094
features.1.0.weight: max=0.036121, mean=0.004112
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.057749, mean=0.022737
features.1.1.bias: max=0.067549, mean=0.024590
classifier.weight: max=0.091429, mean=0.035499
classifier.bias: max=0.052646, mean=0.028716

Epoch 13:
features.0.0.weight: max=0.501219, mean=0.106274
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.113044, mean=0.035321
features.0.1.bias: max=0.103068, mean=0.024604
features.1.0.weight: max=0.038779, mean=0.004343
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.025920, mean=0.008223
features.1.1.bias: max=0.027050, mean=0.007723
classifier.weight: max=0.062298, mean=0.015306
classifier.bias: max=0.022747, mean=0.012056

Epoch 14:
features.0.0.weight: max=0.353180, mean=0.106411
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.100630, mean=0.029643
features.0.1.bias: max=0.099645, mean=0.018262
features.1.0.weight: max=0.026685, mean=0.003553
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.050707, mean=0.017238
features.1.1.bias: max=0.057469, mean=0.018584
classifier.weight: max=0.078121, mean=0.027566
classifier.bias: max=0.047427, mean=0.020609

Epoch 15:
features.0.0.weight: max=0.442121, mean=0.069500
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.098762, mean=0.035557
features.0.1.bias: max=0.074235, mean=0.025256
features.1.0.weight: max=0.042300, mean=0.004105
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.074502, mean=0.024589
features.1.1.bias: max=0.066396, mean=0.023915
classifier.weight: max=0.123915, mean=0.037367
classifier.bias: max=0.072113, mean=0.027963

Epoch 16:
features.0.0.weight: max=0.447211, mean=0.098223
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.141325, mean=0.043093
features.0.1.bias: max=0.074837, mean=0.027517
features.1.0.weight: max=0.046191, mean=0.005150
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.059457, mean=0.026125
features.1.1.bias: max=0.069483, mean=0.025428
classifier.weight: max=0.114372, mean=0.027447
classifier.bias: max=0.061637, mean=0.022304

Epoch 17:
features.0.0.weight: max=0.694403, mean=0.088471
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.201988, mean=0.036165
features.0.1.bias: max=0.077537, mean=0.026686
features.1.0.weight: max=0.039994, mean=0.005162
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.097732, mean=0.039103
features.1.1.bias: max=0.105499, mean=0.039664
classifier.weight: max=0.183214, mean=0.058104
classifier.bias: max=0.080839, mean=0.045248

Epoch 18:
features.0.0.weight: max=0.330940, mean=0.062316
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.142532, mean=0.031892
features.0.1.bias: max=0.074136, mean=0.024948
features.1.0.weight: max=0.040337, mean=0.004187
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.071906, mean=0.022337
features.1.1.bias: max=0.053566, mean=0.020674
classifier.weight: max=0.153346, mean=0.035050
classifier.bias: max=0.072539, mean=0.024244

Epoch 19:
features.0.0.weight: max=0.339108, mean=0.087511
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.114383, mean=0.033303
features.0.1.bias: max=0.060443, mean=0.021472
features.1.0.weight: max=0.040050, mean=0.004454
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.057350, mean=0.019785
features.1.1.bias: max=0.054411, mean=0.020056
classifier.weight: max=0.117660, mean=0.038132
classifier.bias: max=0.061192, mean=0.030876

Epoch 20:
features.0.0.weight: max=0.436371, mean=0.070409
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.076511, mean=0.031959
features.0.1.bias: max=0.071241, mean=0.020994
features.1.0.weight: max=0.054891, mean=0.004662
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.078119, mean=0.033568
features.1.1.bias: max=0.085372, mean=0.034733
classifier.weight: max=0.110212, mean=0.045328
classifier.bias: max=0.066410, mean=0.037878

Epoch 21:
features.0.0.weight: max=0.419838, mean=0.078794
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.158388, mean=0.037732
features.0.1.bias: max=0.084310, mean=0.028006
features.1.0.weight: max=0.036975, mean=0.004388
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.059097, mean=0.019712
features.1.1.bias: max=0.049784, mean=0.016803
classifier.weight: max=0.127576, mean=0.039092
classifier.bias: max=0.063359, mean=0.026481

Epoch 22:
features.0.0.weight: max=0.552015, mean=0.122830
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.091827, mean=0.034869
features.0.1.bias: max=0.090378, mean=0.025983
features.1.0.weight: max=0.034273, mean=0.004596
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.042026, mean=0.015637
features.1.1.bias: max=0.037733, mean=0.014927
classifier.weight: max=0.089541, mean=0.027937
classifier.bias: max=0.045576, mean=0.018207

Epoch 23:
features.0.0.weight: max=0.486652, mean=0.047705
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.091884, mean=0.033194
features.0.1.bias: max=0.051573, mean=0.022785
features.1.0.weight: max=0.041706, mean=0.004654
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.058330, mean=0.024964
features.1.1.bias: max=0.054275, mean=0.021670
classifier.weight: max=0.134851, mean=0.030114
classifier.bias: max=0.071786, mean=0.020067

Epoch 24:
features.0.0.weight: max=0.262632, mean=0.054565
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.090919, mean=0.033149
features.0.1.bias: max=0.061129, mean=0.020083
features.1.0.weight: max=0.026941, mean=0.004054
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.071775, mean=0.022152
features.1.1.bias: max=0.066097, mean=0.022451
classifier.weight: max=0.135184, mean=0.048231
classifier.bias: max=0.063802, mean=0.038269

Epoch 25:
features.0.0.weight: max=0.304468, mean=0.066771
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.235936, mean=0.051746
features.0.1.bias: max=0.105364, mean=0.029260
features.1.0.weight: max=0.045493, mean=0.006472
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.063166, mean=0.025942
features.1.1.bias: max=0.066138, mean=0.026168
classifier.weight: max=0.121491, mean=0.045488
classifier.bias: max=0.061937, mean=0.031016

Epoch 26:
features.0.0.weight: max=0.349568, mean=0.072982
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.095242, mean=0.028456
features.0.1.bias: max=0.064702, mean=0.021250
features.1.0.weight: max=0.040810, mean=0.004334
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.033446, mean=0.010633
features.1.1.bias: max=0.040903, mean=0.013378
classifier.weight: max=0.085412, mean=0.018484
classifier.bias: max=0.048060, mean=0.014821

Epoch 27:
features.0.0.weight: max=0.510631, mean=0.072164
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.134371, mean=0.027468
features.0.1.bias: max=0.065301, mean=0.018300
features.1.0.weight: max=0.055891, mean=0.004165
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.075132, mean=0.017622
features.1.1.bias: max=0.061694, mean=0.019946
classifier.weight: max=0.138882, mean=0.033088
classifier.bias: max=0.077872, mean=0.022967

Epoch 28:
features.0.0.weight: max=0.738367, mean=0.099587
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.352608, mean=0.044226
features.0.1.bias: max=0.164588, mean=0.027289
features.1.0.weight: max=0.039604, mean=0.004896
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.072679, mean=0.027307
features.1.1.bias: max=0.078446, mean=0.027868
classifier.weight: max=0.138854, mean=0.047231
classifier.bias: max=0.068904, mean=0.038445

Epoch 29:
features.0.0.weight: max=0.563980, mean=0.089741
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.066110, mean=0.028263
features.0.1.bias: max=0.082981, mean=0.021961
features.1.0.weight: max=0.050759, mean=0.003818
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.049028, mean=0.016616
features.1.1.bias: max=0.052326, mean=0.016390
classifier.weight: max=0.092712, mean=0.031275
classifier.bias: max=0.040969, mean=0.025490

Epoch 30:
features.0.0.weight: max=0.356390, mean=0.069230
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.088607, mean=0.034609
features.0.1.bias: max=0.090019, mean=0.024425
features.1.0.weight: max=0.040933, mean=0.004472
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.094931, mean=0.023756
features.1.1.bias: max=0.087145, mean=0.023306
classifier.weight: max=0.164084, mean=0.043017
classifier.bias: max=0.085340, mean=0.035164

Epoch 31:
features.0.0.weight: max=0.358309, mean=0.070213
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.138210, mean=0.039115
features.0.1.bias: max=0.092886, mean=0.024784
features.1.0.weight: max=0.030072, mean=0.004445
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.042687, mean=0.018402
features.1.1.bias: max=0.051551, mean=0.017880
classifier.weight: max=0.111338, mean=0.033126
classifier.bias: max=0.051942, mean=0.024656

Epoch 32:
features.0.0.weight: max=0.445809, mean=0.112457
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.131806, mean=0.037255
features.0.1.bias: max=0.084701, mean=0.028936
features.1.0.weight: max=0.037208, mean=0.004395
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.062550, mean=0.020167
features.1.1.bias: max=0.073881, mean=0.023689
classifier.weight: max=0.130564, mean=0.031083
classifier.bias: max=0.066397, mean=0.023829

Epoch 33:
features.0.0.weight: max=0.448877, mean=0.090813
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.160371, mean=0.043199
features.0.1.bias: max=0.095604, mean=0.023956
features.1.0.weight: max=0.037654, mean=0.005142
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.071325, mean=0.027511
features.1.1.bias: max=0.068233, mean=0.026065
classifier.weight: max=0.171849, mean=0.052232
classifier.bias: max=0.086509, mean=0.037457

Epoch 34:
features.0.0.weight: max=0.391536, mean=0.061306
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.126931, mean=0.030242
features.0.1.bias: max=0.064196, mean=0.021075
features.1.0.weight: max=0.041113, mean=0.004080
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.054787, mean=0.019585
features.1.1.bias: max=0.054809, mean=0.018312
classifier.weight: max=0.106027, mean=0.035123
classifier.bias: max=0.055474, mean=0.025859

Epoch 35:
features.0.0.weight: max=0.285261, mean=0.080471
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.145227, mean=0.036739
features.0.1.bias: max=0.076344, mean=0.024697
features.1.0.weight: max=0.054298, mean=0.006894
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.061612, mean=0.026184
features.1.1.bias: max=0.062126, mean=0.025526
classifier.weight: max=0.141800, mean=0.041434
classifier.bias: max=0.079149, mean=0.030761

Epoch 36:
features.0.0.weight: max=0.381883, mean=0.091011
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.251923, mean=0.037521
features.0.1.bias: max=0.111697, mean=0.028727
features.1.0.weight: max=0.043250, mean=0.004899
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.076746, mean=0.023343
features.1.1.bias: max=0.056885, mean=0.022038
classifier.weight: max=0.134508, mean=0.033334
classifier.bias: max=0.083649, mean=0.023776

Epoch 37:
features.0.0.weight: max=0.947871, mean=0.111225
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.122567, mean=0.048107
features.0.1.bias: max=0.085315, mean=0.032720
features.1.0.weight: max=0.065507, mean=0.006246
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.098566, mean=0.031795
features.1.1.bias: max=0.095484, mean=0.031819
classifier.weight: max=0.180736, mean=0.053054
classifier.bias: max=0.084795, mean=0.043290

Epoch 38:
features.0.0.weight: max=0.524583, mean=0.084984
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.081139, mean=0.029828
features.0.1.bias: max=0.059070, mean=0.021541
features.1.0.weight: max=0.051111, mean=0.004831
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.081712, mean=0.031201
features.1.1.bias: max=0.071281, mean=0.029442
classifier.weight: max=0.147864, mean=0.037348
classifier.bias: max=0.071725, mean=0.027329

Epoch 39:
features.0.0.weight: max=0.290016, mean=0.068764
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.081694, mean=0.026375
features.0.1.bias: max=0.067171, mean=0.024836
features.1.0.weight: max=0.030165, mean=0.003815
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.038368, mean=0.014931
features.1.1.bias: max=0.032250, mean=0.014574
classifier.weight: max=0.086965, mean=0.020879
classifier.bias: max=0.047823, mean=0.015572

Epoch 40:
features.0.0.weight: max=0.355572, mean=0.060883
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.159861, mean=0.035545
features.0.1.bias: max=0.066693, mean=0.018617
features.1.0.weight: max=0.031574, mean=0.004341
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.041803, mean=0.015132
features.1.1.bias: max=0.041659, mean=0.015593
classifier.weight: max=0.088465, mean=0.026637
classifier.bias: max=0.039575, mean=0.021261

Epoch 41:
features.0.0.weight: max=0.348968, mean=0.070776
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.104371, mean=0.031505
features.0.1.bias: max=0.085849, mean=0.023834
features.1.0.weight: max=0.043038, mean=0.004540
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.066768, mean=0.023625
features.1.1.bias: max=0.053100, mean=0.022932
classifier.weight: max=0.150714, mean=0.038467
classifier.bias: max=0.071048, mean=0.028866

Epoch 42:
features.0.0.weight: max=0.314919, mean=0.050795
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.086683, mean=0.031090
features.0.1.bias: max=0.073623, mean=0.020127
features.1.0.weight: max=0.029374, mean=0.004054
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.032629, mean=0.014136
features.1.1.bias: max=0.041587, mean=0.016105
classifier.weight: max=0.083831, mean=0.024778
classifier.bias: max=0.048023, mean=0.021693

Epoch 43:
features.0.0.weight: max=0.342439, mean=0.070557
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.082417, mean=0.021556
features.0.1.bias: max=0.058530, mean=0.016275
features.1.0.weight: max=0.026965, mean=0.004024
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.048232, mean=0.016521
features.1.1.bias: max=0.045442, mean=0.016245
classifier.weight: max=0.100328, mean=0.035862
classifier.bias: max=0.053425, mean=0.027432

Epoch 44:
features.0.0.weight: max=0.882439, mean=0.083511
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.098940, mean=0.031739
features.0.1.bias: max=0.069857, mean=0.024427
features.1.0.weight: max=0.040233, mean=0.005032
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.062766, mean=0.023358
features.1.1.bias: max=0.050685, mean=0.020338
classifier.weight: max=0.108924, mean=0.035917
classifier.bias: max=0.049581, mean=0.023383

Epoch 45:
features.0.0.weight: max=0.879617, mean=0.103737
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.201596, mean=0.045840
features.0.1.bias: max=0.146972, mean=0.031164
features.1.0.weight: max=0.039931, mean=0.005422
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.052541, mean=0.017318
features.1.1.bias: max=0.049199, mean=0.014781
classifier.weight: max=0.132900, mean=0.038187
classifier.bias: max=0.048870, mean=0.025509

Epoch 46:
features.0.0.weight: max=0.826291, mean=0.088945
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.128123, mean=0.039851
features.0.1.bias: max=0.137834, mean=0.029245
features.1.0.weight: max=0.066257, mean=0.005666
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.080247, mean=0.033134
features.1.1.bias: max=0.077592, mean=0.031339
classifier.weight: max=0.204246, mean=0.063879
classifier.bias: max=0.087225, mean=0.050668

Epoch 47:
features.0.0.weight: max=0.483280, mean=0.092661
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.096009, mean=0.029491
features.0.1.bias: max=0.075772, mean=0.022149
features.1.0.weight: max=0.049690, mean=0.004261
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.062626, mean=0.021414
features.1.1.bias: max=0.060534, mean=0.020828
classifier.weight: max=0.127482, mean=0.034443
classifier.bias: max=0.062628, mean=0.027740

Epoch 48:
features.0.0.weight: max=0.373271, mean=0.066500
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.118288, mean=0.030502
features.0.1.bias: max=0.077530, mean=0.025190
features.1.0.weight: max=0.071426, mean=0.005104
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.080067, mean=0.029035
features.1.1.bias: max=0.090169, mean=0.030072
classifier.weight: max=0.131940, mean=0.049728
classifier.bias: max=0.081736, mean=0.039375

Epoch 49:
features.0.0.weight: max=0.300476, mean=0.064782
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.209285, mean=0.033701
features.0.1.bias: max=0.130881, mean=0.021933
features.1.0.weight: max=0.038219, mean=0.004332
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.055393, mean=0.018469
features.1.1.bias: max=0.043904, mean=0.015895
classifier.weight: max=0.093086, mean=0.031194
classifier.bias: max=0.041319, mean=0.022355

Epoch 50:
features.0.0.weight: max=0.323047, mean=0.065033
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.084184, mean=0.030669
features.0.1.bias: max=0.064070, mean=0.027633
features.1.0.weight: max=0.040245, mean=0.004913
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.088528, mean=0.030822
features.1.1.bias: max=0.082780, mean=0.028987
classifier.weight: max=0.142010, mean=0.045902
classifier.bias: max=0.071079, mean=0.034761

Epoch 51:
features.0.0.weight: max=0.240003, mean=0.051384
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.146084, mean=0.047062
features.0.1.bias: max=0.089646, mean=0.032497
features.1.0.weight: max=0.035407, mean=0.004882
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.059626, mean=0.026183
features.1.1.bias: max=0.070825, mean=0.030946
classifier.weight: max=0.115708, mean=0.034358
classifier.bias: max=0.073266, mean=0.029371

Epoch 52:
features.0.0.weight: max=0.362021, mean=0.064465
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.063067, mean=0.022712
features.0.1.bias: max=0.083325, mean=0.018836
features.1.0.weight: max=0.050633, mean=0.004694
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.060113, mean=0.023431
features.1.1.bias: max=0.067532, mean=0.023592
classifier.weight: max=0.110727, mean=0.040593
classifier.bias: max=0.049285, mean=0.032590

Epoch 53:
features.0.0.weight: max=0.374828, mean=0.069325
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.129304, mean=0.027002
features.0.1.bias: max=0.111805, mean=0.021888
features.1.0.weight: max=0.031208, mean=0.003874
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.074870, mean=0.026498
features.1.1.bias: max=0.072202, mean=0.028356
classifier.weight: max=0.158962, mean=0.044296
classifier.bias: max=0.091064, mean=0.033807

Epoch 54:
features.0.0.weight: max=0.366116, mean=0.070812
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.187341, mean=0.037671
features.0.1.bias: max=0.084237, mean=0.021642
features.1.0.weight: max=0.043983, mean=0.004083
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.039848, mean=0.014729
features.1.1.bias: max=0.042774, mean=0.015918
classifier.weight: max=0.108809, mean=0.024014
classifier.bias: max=0.059119, mean=0.015882

Epoch 55:
features.0.0.weight: max=0.401717, mean=0.105839
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.268425, mean=0.041692
features.0.1.bias: max=0.126402, mean=0.032187
features.1.0.weight: max=0.077290, mean=0.005297
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.085478, mean=0.023023
features.1.1.bias: max=0.068201, mean=0.021162
classifier.weight: max=0.133680, mean=0.043598
classifier.bias: max=0.056913, mean=0.032445

Epoch 56:
features.0.0.weight: max=0.359826, mean=0.056180
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.267203, mean=0.042179
features.0.1.bias: max=0.142665, mean=0.024973
features.1.0.weight: max=0.046414, mean=0.004613
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.056081, mean=0.015698
features.1.1.bias: max=0.056794, mean=0.017280
classifier.weight: max=0.100989, mean=0.036030
classifier.bias: max=0.046388, mean=0.027315

Epoch 57:
features.0.0.weight: max=0.581401, mean=0.098345
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.180046, mean=0.044134
features.0.1.bias: max=0.100873, mean=0.025488
features.1.0.weight: max=0.043839, mean=0.004894
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.060867, mean=0.024141
features.1.1.bias: max=0.060102, mean=0.025362
classifier.weight: max=0.112843, mean=0.034564
classifier.bias: max=0.056722, mean=0.028427

