
Epoch 1:
features.0.0.weight: max=0.072100, mean=0.012131
features.5.0.bias: max=0.000000, mean=0.000000
features.5.1.weight: max=0.006710, mean=0.001107
features.5.1.bias: max=0.003862, mean=0.001088
classifier.weight: max=0.024443, mean=0.002052
classifier.bias: max=0.011848, mean=0.003069

Epoch 11:
features.0.0.weight: max=0.038505, mean=0.007245
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.008627, mean=0.002272
features.0.1.bias: max=0.008621, mean=0.003423
features.1.0.weight: max=0.006308, mean=0.000631
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.010171, mean=0.003107
features.1.1.bias: max=0.009642, mean=0.002709
features.2.0.weight: max=0.004498, mean=0.000319
features.2.0.bias: max=0.000000, mean=0.000000
features.2.1.weight: max=0.012343, mean=0.002443
features.2.1.bias: max=0.014800, mean=0.002358
features.3.0.weight: max=0.002907, mean=0.000159
features.3.0.bias: max=0.000000, mean=0.000000
features.3.1.weight: max=0.013581, mean=0.001856
features.3.1.bias: max=0.007145, mean=0.001308
features.4.0.weight: max=0.002544, mean=0.000072
features.4.0.bias: max=0.000000, mean=0.000000
features.4.1.weight: max=0.012284, mean=0.001866
features.4.1.bias: max=0.008596, mean=0.001392
features.5.0.weight: max=0.000614, mean=0.000034
features.5.0.bias: max=0.000000, mean=0.000000
features.5.1.weight: max=0.002484, mean=0.000595
features.5.1.bias: max=0.002934, mean=0.000810
classifier.weight: max=0.008709, mean=0.001012
classifier.bias: max=0.006449, mean=0.001526

Epoch 12:
features.0.0.weight: max=0.142938, mean=0.026616
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.035954, mean=0.007327
features.0.1.bias: max=0.020337, mean=0.005729
features.1.0.weight: max=0.021275, mean=0.001924
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.025186, mean=0.006924
features.1.1.bias: max=0.028651, mean=0.004851
features.2.0.weight: max=0.012328, mean=0.000985
features.2.0.bias: max=0.000000, mean=0.000000
features.2.1.weight: max=0.027445, mean=0.005870
features.2.1.bias: max=0.020332, mean=0.004880
features.3.0.weight: max=0.010816, mean=0.000480
features.3.0.bias: max=0.000000, mean=0.000000
features.3.1.weight: max=0.034032, mean=0.005281
features.3.1.bias: max=0.019837, mean=0.003523
features.4.0.weight: max=0.007320, mean=0.000212
features.4.0.bias: max=0.000000, mean=0.000000
features.4.1.weight: max=0.066098, mean=0.005119
features.4.1.bias: max=0.031283, mean=0.003645
features.5.0.weight: max=0.003666, mean=0.000093
features.5.0.bias: max=0.000000, mean=0.000000
features.5.1.weight: max=0.012627, mean=0.002315
features.5.1.bias: max=0.008820, mean=0.002093
classifier.weight: max=0.028331, mean=0.004269
classifier.bias: max=0.011480, mean=0.004737

Epoch 13:
features.0.0.weight: max=0.056015, mean=0.009675
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.016163, mean=0.004101
features.0.1.bias: max=0.010660, mean=0.002263
features.1.0.weight: max=0.013093, mean=0.000964
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.022076, mean=0.004867
features.1.1.bias: max=0.009727, mean=0.003015
features.2.0.weight: max=0.005923, mean=0.000479
features.2.0.bias: max=0.000000, mean=0.000000
features.2.1.weight: max=0.011342, mean=0.002740
features.2.1.bias: max=0.009103, mean=0.002551
features.3.0.weight: max=0.003404, mean=0.000222
features.3.0.bias: max=0.000000, mean=0.000000
features.3.1.weight: max=0.009914, mean=0.002532
features.3.1.bias: max=0.007871, mean=0.001611
features.4.0.weight: max=0.002157, mean=0.000099
features.4.0.bias: max=0.000000, mean=0.000000
features.4.1.weight: max=0.012189, mean=0.002110
features.4.1.bias: max=0.008915, mean=0.001464
features.5.0.weight: max=0.001020, mean=0.000044
features.5.0.bias: max=0.000000, mean=0.000000
features.5.1.weight: max=0.003933, mean=0.001149
features.5.1.bias: max=0.003841, mean=0.001083
classifier.weight: max=0.015723, mean=0.002643
classifier.bias: max=0.007592, mean=0.002874

Epoch 14:
features.0.0.weight: max=0.075412, mean=0.012546
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.016693, mean=0.003869
features.0.1.bias: max=0.014366, mean=0.003485
features.1.0.weight: max=0.010056, mean=0.001047
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.025115, mean=0.004135
features.1.1.bias: max=0.013762, mean=0.003191
features.2.0.weight: max=0.008132, mean=0.000560
features.2.0.bias: max=0.000000, mean=0.000000
features.2.1.weight: max=0.016543, mean=0.003910
features.2.1.bias: max=0.015117, mean=0.003113
features.3.0.weight: max=0.006843, mean=0.000281
features.3.0.bias: max=0.000000, mean=0.000000
features.3.1.weight: max=0.015736, mean=0.003294
features.3.1.bias: max=0.009731, mean=0.002108
features.4.0.weight: max=0.003815, mean=0.000141
features.4.0.bias: max=0.000000, mean=0.000000
features.4.1.weight: max=0.018973, mean=0.003048
features.4.1.bias: max=0.014252, mean=0.002202
features.5.0.weight: max=0.001388, mean=0.000063
features.5.0.bias: max=0.000000, mean=0.000000
features.5.1.weight: max=0.005505, mean=0.001713
features.5.1.bias: max=0.005746, mean=0.001772
classifier.weight: max=0.027583, mean=0.002515
classifier.bias: max=0.012620, mean=0.002998

Epoch 15:
features.0.0.weight: max=0.114810, mean=0.014949
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.013695, mean=0.004484
features.0.1.bias: max=0.011122, mean=0.004283
features.1.0.weight: max=0.014137, mean=0.001142
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.015119, mean=0.003886
features.1.1.bias: max=0.014313, mean=0.003391
features.2.0.weight: max=0.004810, mean=0.000561
features.2.0.bias: max=0.000000, mean=0.000000
features.2.1.weight: max=0.013659, mean=0.003396
features.2.1.bias: max=0.013969, mean=0.003098
features.3.0.weight: max=0.004623, mean=0.000266
features.3.0.bias: max=0.000000, mean=0.000000
features.3.1.weight: max=0.014282, mean=0.002863
features.3.1.bias: max=0.008281, mean=0.001968
features.4.0.weight: max=0.002392, mean=0.000125
features.4.0.bias: max=0.000000, mean=0.000000
features.4.1.weight: max=0.012747, mean=0.002506
features.4.1.bias: max=0.009036, mean=0.001666
features.5.0.weight: max=0.000943, mean=0.000059
features.5.0.bias: max=0.000000, mean=0.000000
features.5.1.weight: max=0.007701, mean=0.001890
features.5.1.bias: max=0.005691, mean=0.001678
classifier.weight: max=0.019871, mean=0.003893
classifier.bias: max=0.010558, mean=0.004164

Epoch 16:
features.0.0.weight: max=0.223631, mean=0.029011
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.044451, mean=0.007787
features.0.1.bias: max=0.028984, mean=0.007766
features.1.0.weight: max=0.042183, mean=0.002687
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.045203, mean=0.011344
features.1.1.bias: max=0.032187, mean=0.008661
features.2.0.weight: max=0.019746, mean=0.001271
features.2.0.bias: max=0.000000, mean=0.000000
features.2.1.weight: max=0.057796, mean=0.009054
features.2.1.bias: max=0.040842, mean=0.007974
features.3.0.weight: max=0.010673, mean=0.000589
features.3.0.bias: max=0.000000, mean=0.000000
features.3.1.weight: max=0.022414, mean=0.006609
features.3.1.bias: max=0.016548, mean=0.004766
features.4.0.weight: max=0.007976, mean=0.000282
features.4.0.bias: max=0.000000, mean=0.000000
features.4.1.weight: max=0.046213, mean=0.006804
features.4.1.bias: max=0.033235, mean=0.004689
features.5.0.weight: max=0.002342, mean=0.000133
features.5.0.bias: max=0.000000, mean=0.000000
features.5.1.weight: max=0.013604, mean=0.003724
features.5.1.bias: max=0.011144, mean=0.003512
classifier.weight: max=0.043786, mean=0.007535
classifier.bias: max=0.021711, mean=0.009050

Epoch 17:
features.0.0.weight: max=0.157296, mean=0.026555
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.029718, mean=0.008027
features.0.1.bias: max=0.021312, mean=0.007372
features.1.0.weight: max=0.020895, mean=0.001754
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.032718, mean=0.006807
features.1.1.bias: max=0.023828, mean=0.006142
features.2.0.weight: max=0.011297, mean=0.000868
features.2.0.bias: max=0.000000, mean=0.000000
features.2.1.weight: max=0.033066, mean=0.006195
features.2.1.bias: max=0.021850, mean=0.005696
features.3.0.weight: max=0.008552, mean=0.000411
features.3.0.bias: max=0.000000, mean=0.000000
features.3.1.weight: max=0.037277, mean=0.005379
features.3.1.bias: max=0.027560, mean=0.003687
features.4.0.weight: max=0.007338, mean=0.000222
features.4.0.bias: max=0.000000, mean=0.000000
features.4.1.weight: max=0.037512, mean=0.004881
features.4.1.bias: max=0.021722, mean=0.003508
features.5.0.weight: max=0.001664, mean=0.000098
features.5.0.bias: max=0.000000, mean=0.000000
features.5.1.weight: max=0.010435, mean=0.002944
features.5.1.bias: max=0.011437, mean=0.003307
classifier.weight: max=0.041891, mean=0.004586
classifier.bias: max=0.030328, mean=0.006858

Epoch 18:
features.0.0.weight: max=0.212534, mean=0.022314
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.017409, mean=0.008193
features.0.1.bias: max=0.019038, mean=0.006102
features.1.0.weight: max=0.020350, mean=0.001660
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.019526, mean=0.005906
features.1.1.bias: max=0.021482, mean=0.005534
features.2.0.weight: max=0.009264, mean=0.000816
features.2.0.bias: max=0.000000, mean=0.000000
features.2.1.weight: max=0.018026, mean=0.004651
features.2.1.bias: max=0.022959, mean=0.004255
features.3.0.weight: max=0.006020, mean=0.000378
features.3.0.bias: max=0.000000, mean=0.000000
features.3.1.weight: max=0.016909, mean=0.004195
features.3.1.bias: max=0.011072, mean=0.002651
features.4.0.weight: max=0.003804, mean=0.000173
features.4.0.bias: max=0.000000, mean=0.000000
features.4.1.weight: max=0.017445, mean=0.003928
features.4.1.bias: max=0.010701, mean=0.002628
features.5.0.weight: max=0.001570, mean=0.000082
features.5.0.bias: max=0.000000, mean=0.000000
features.5.1.weight: max=0.010207, mean=0.002478
features.5.1.bias: max=0.006127, mean=0.002136
classifier.weight: max=0.032775, mean=0.004915
classifier.bias: max=0.011233, mean=0.005494

Epoch 19:
features.0.0.weight: max=0.083692, mean=0.012900
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.017607, mean=0.004521
features.0.1.bias: max=0.018179, mean=0.004607
features.1.0.weight: max=0.012755, mean=0.001210
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.026460, mean=0.005892
features.1.1.bias: max=0.022519, mean=0.005959
features.2.0.weight: max=0.006719, mean=0.000568
features.2.0.bias: max=0.000000, mean=0.000000
features.2.1.weight: max=0.016867, mean=0.003983
features.2.1.bias: max=0.016897, mean=0.003922
features.3.0.weight: max=0.004009, mean=0.000260
features.3.0.bias: max=0.000000, mean=0.000000
features.3.1.weight: max=0.012820, mean=0.003152
features.3.1.bias: max=0.007655, mean=0.002146
features.4.0.weight: max=0.003169, mean=0.000131
features.4.0.bias: max=0.000000, mean=0.000000
features.4.1.weight: max=0.022169, mean=0.003161
features.4.1.bias: max=0.016119, mean=0.002344
features.5.0.weight: max=0.001436, mean=0.000065
features.5.0.bias: max=0.000000, mean=0.000000
features.5.1.weight: max=0.005906, mean=0.001871
features.5.1.bias: max=0.006191, mean=0.002166
classifier.weight: max=0.037053, mean=0.002959
classifier.bias: max=0.018891, mean=0.004024

Epoch 20:
features.0.0.weight: max=0.063311, mean=0.008889
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.008856, mean=0.002389
features.0.1.bias: max=0.007407, mean=0.002783
features.1.0.weight: max=0.005940, mean=0.000639
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.012536, mean=0.002972
features.1.1.bias: max=0.011957, mean=0.002553
features.2.0.weight: max=0.003089, mean=0.000311
features.2.0.bias: max=0.000000, mean=0.000000
features.2.1.weight: max=0.006240, mean=0.001893
features.2.1.bias: max=0.007172, mean=0.001927
features.3.0.weight: max=0.002791, mean=0.000141
features.3.0.bias: max=0.000000, mean=0.000000
features.3.1.weight: max=0.006570, mean=0.001597
features.3.1.bias: max=0.004728, mean=0.001158
features.4.0.weight: max=0.001629, mean=0.000063
features.4.0.bias: max=0.000000, mean=0.000000
features.4.1.weight: max=0.008339, mean=0.001284
features.4.1.bias: max=0.004707, mean=0.000953
features.5.0.weight: max=0.000791, mean=0.000028
features.5.0.bias: max=0.000000, mean=0.000000
features.5.1.weight: max=0.002271, mean=0.000600
features.5.1.bias: max=0.002509, mean=0.000628
classifier.weight: max=0.011369, mean=0.001194
classifier.bias: max=0.004452, mean=0.001522

Epoch 21:
features.0.0.weight: max=0.100126, mean=0.014993
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.018624, mean=0.005951
features.0.1.bias: max=0.017400, mean=0.005469
features.1.0.weight: max=0.015038, mean=0.001503
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.014286, mean=0.005512
features.1.1.bias: max=0.010412, mean=0.004349
features.2.0.weight: max=0.009347, mean=0.000747
features.2.0.bias: max=0.000000, mean=0.000000
features.2.1.weight: max=0.019942, mean=0.004945
features.2.1.bias: max=0.018342, mean=0.004096
features.3.0.weight: max=0.006092, mean=0.000322
features.3.0.bias: max=0.000000, mean=0.000000
features.3.1.weight: max=0.019001, mean=0.004026
features.3.1.bias: max=0.012930, mean=0.002700
features.4.0.weight: max=0.004409, mean=0.000160
features.4.0.bias: max=0.000000, mean=0.000000
features.4.1.weight: max=0.026694, mean=0.004567
features.4.1.bias: max=0.017850, mean=0.003052
features.5.0.weight: max=0.002207, mean=0.000086
features.5.0.bias: max=0.000000, mean=0.000000
features.5.1.weight: max=0.006232, mean=0.001722
features.5.1.bias: max=0.006171, mean=0.001594
classifier.weight: max=0.048875, mean=0.003464
classifier.bias: max=0.019800, mean=0.004582

Epoch 22:
features.0.0.weight: max=0.078078, mean=0.010170
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.010107, mean=0.003986
features.0.1.bias: max=0.008975, mean=0.003067
features.1.0.weight: max=0.008136, mean=0.000888
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.014329, mean=0.004194
features.1.1.bias: max=0.009615, mean=0.002653
features.2.0.weight: max=0.007431, mean=0.000503
features.2.0.bias: max=0.000000, mean=0.000000
features.2.1.weight: max=0.015274, mean=0.002952
features.2.1.bias: max=0.006163, mean=0.002184
features.3.0.weight: max=0.004984, mean=0.000226
features.3.0.bias: max=0.000000, mean=0.000000
features.3.1.weight: max=0.013893, mean=0.002089
features.3.1.bias: max=0.006069, mean=0.001492
features.4.0.weight: max=0.002824, mean=0.000104
features.4.0.bias: max=0.000000, mean=0.000000
features.4.1.weight: max=0.013967, mean=0.002204
features.4.1.bias: max=0.009915, mean=0.001580
features.5.0.weight: max=0.000898, mean=0.000051
features.5.0.bias: max=0.000000, mean=0.000000
features.5.1.weight: max=0.003408, mean=0.001128
features.5.1.bias: max=0.003353, mean=0.001120
classifier.weight: max=0.013096, mean=0.002273
classifier.bias: max=0.006436, mean=0.002470

Epoch 23:
features.0.0.weight: max=0.148748, mean=0.021822
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.016372, mean=0.004988
features.0.1.bias: max=0.017585, mean=0.007130
features.1.0.weight: max=0.019463, mean=0.001724
